0,300
0.02,308.973
0.04,317.911
0.06,326.779
0.08,335.54
0.1,344.162
0.12,352.609
0.14,360.848
0.16,368.848
0.18,376.575
0.2,384.001
0.22,391.094
0.24,397.829
0.26,404.177
0.28,410.114
0.3,415.617
0.32,420.663
0.34,425.233
0.36,429.309
0.38,432.875
0.4,435.916
0.42,438.421
0.44,440.379
0.46,441.783
0.48,442.628
0.5,442.91
0.52,442.628
0.54,441.783
0.56,440.379
0.58,438.421
0.6,435.916
0.62,432.875
0.64,429.309
0.66,425.233
0.68,420.663
0.7,415.617
0.72,410.114
0.74,404.177
0.76,397.829
0.78,391.094
0.8,384.001
0.82,376.575
0.84,368.848
0.86,360.848
0.88,352.609
0.9,344.162
0.92,335.54
0.94,326.779
0.96,317.911
0.98,308.973
1,300
